created_at,full_text,full_text_english,Positif,Negatif,Netral,Compound,klasifikasi,norm,tokens,stopword,stemming,stemming_string
2024-02-21 04:37:04,paslon 02 tuh benerbener ajaib main curang di pemilu 2024 padahal jelas kalah,paslon 02 is really magical playing cheating in the 2024 election even though it is clearly lost,0.3,0.0,0.7,0.3,Positif,pasangan calon 02 tuh benerbener ajaib main curang di pemilu 2024 padahal jelas kalah,"['pasangan', 'calon', '02', 'tuh', 'benerbener', 'ajaib', 'main', 'curang', 'di', 'pemilu', '2024', 'padahal', 'jelas', 'kalah']","['pasangan', 'calon', '02', 'benerbener', 'ajaib', 'main', 'curang', 'pemilu', '2024', 'kalah']","['pasang', 'calon', '02', 'benerbener', 'ajaib', 'main', 'curang', 'milu', '2024', 'kalah']",pasang calon 02 benerbener ajaib main curang pemilu 2024 kalah
2024-02-21 04:38:50,mending paslon 02 ngaku aja kalah daripada bikin kekacauan dan curang terus di pemilu 2024,better paslon 02 admit to losing than making chaos and cheating continues in the 2024 election,0.5,0.0,0.5,0.5,Positif,mending pasangan calon 02 ngaku saja kalah daripada bikin kekacauan dan curang terus di pemilu 2024,"['mending', 'pasangan', 'calon', '02', 'ngaku', 'saja', 'kalah', 'daripada', 'bikin', 'kekacauan', 'dan', 'curang', 'terus', 'di', 'pemilu', '2024']","['mending', 'pasangan', 'calon', '02', 'kalah', 'bikin', 'kekacauan', 'curang', 'pemilu', '2024']","['mending', 'pasang', 'calon', '02', 'kalah', 'bikin', 'kacau', 'curang', 'milu', '2024']",mending pasang calon 02 kalah bikin kacau curang pemilu 2024
2024-02-21 04:40:04,paslon 02 harus bertanggung jawab atas tindakan curang yang mereka lakukan di pemilu 2024,paslon 02 must be responsible for the fraudulent actions they take in the 2024 election,0.2,0.0,0.8,0.2,Positif,pasangan calon 02 harus bertanggung jawab atas tindakan curang yang mereka lakukan di pemilu 2024,"['pasangan', 'calon', '02', 'harus', 'bertanggung', 'jawab', 'atas', 'tindakan', 'curang', 'yang', 'mereka', 'lakukan', 'di', 'pemilu', '2024']","['pasangan', 'calon', '02', 'bertanggung', 'tindakan', 'curang', 'lakukan', 'pemilu', '2024']","['pasang', 'calon', '02', 'tanggung', 'tindak', 'curang', 'laku', 'milu', '2024']",pasang calon 02 tanggung tindak curang laku pemilu 2024
2024-02-21 04:40:35,aduh paslon 02 ini jadi bahan tertawaan karena keseringan ketahuan main curang di pemilu 2024,ouch paslon 02 is a laughing stock because of the frequency of being caught playing cheating in the 2024 election,0.0,0.0,1.0,0.0,Netral,aduh pasangan calon 02 ini jadi bahan tertawaan karena keseringan ketahuan main curang di pemilu 2024,"['aduh', 'pasangan', 'calon', '02', 'ini', 'jadi', 'bahan', 'tertawaan', 'karena', 'keseringan', 'ketahuan', 'main', 'curang', 'di', 'pemilu', '2024']","['pasangan', 'calon', '02', 'bahan', 'tertawaan', 'keseringan', 'ketahuan', 'main', 'curang', 'pemilu', '2024']","['pasang', 'calon', '02', 'bahan', 'tertawa', 'sering', 'tahu', 'main', 'curang', 'milu', '2024']",pasang calon 02 bahan tertawa sering tahu main curang pemilu 2024
2024-02-21 04:41:03,aneh juga ya paslon 02 curang di pemilu 2024 tanpa rasa bersalah,its also strange paslon 02 cheating in the 2024 election without guilt,0.0,0.05,0.95,-0.05,Negatif,aneh juga ya pasangan calon 02 curang di pemilu 2024 tanpa rasa bersalah,"['aneh', 'juga', 'ya', 'pasangan', 'calon', '02', 'curang', 'di', 'pemilu', '2024', 'tanpa', 'rasa', 'bersalah']","['aneh', 'pasangan', 'calon', '02', 'curang', 'pemilu', '2024', 'bersalah']","['aneh', 'pasang', 'calon', '02', 'curang', 'milu', '2024', 'salah']",aneh pasang calon 02 curang pemilu 2024 salah
2024-02-21 04:43:02,panggil saja nanti jimmly di hak angket dan atau hak interpelasi atas nama undang undang bisa ini awal dari persekongkolan jahat pemilu 2024 mohon lancarkan pak dan pak tolak pemilu curang sirekap pak bas,just call later jimmly in the questionnaire rights and or interpellation rights on behalf of the law canthis is the beginning of the evil conspiracy of the 2024 electionplease launch sir and sir reject the cheating electionpak bas sire,0.0,0.5,0.5,-0.5,Negatif,panggil saja nanti jimmly di hak angket dan atau hak interpelasi atas nama undang undang bisa ini awal dari persekongkolan jahat pemilu 2024 mohon lancarkan pak dan pak tolak pemilu curang sirekap pak bas,"['panggil', 'saja', 'nanti', 'jimmly', 'di', 'hak', 'angket', 'dan', 'atau', 'hak', 'interpelasi', 'atas', 'nama', 'undang', 'undang', 'bisa', 'ini', 'awal', 'dari', 'persekongkolan', 'jahat', 'pemilu', '2024', 'mohon', 'lancarkan', 'pak', 'dan', 'pak', 'tolak', 'pemilu', 'curang', 'sirekap', 'pak', 'bas']","['panggil', 'jimmly', 'hak', 'angket', 'hak', 'interpelasi', 'nama', 'undang', 'undang', 'persekongkolan', 'jahat', 'pemilu', '2024', 'mohon', 'lancarkan', 'tolak', 'pemilu', 'curang', 'sirekap', 'bas']","['panggil', 'jimmly', 'hak', 'angket', 'hak', 'interpelasi', 'nama', 'undang', 'undang', 'sekongkol', 'jahat', 'milu', '2024', 'mohon', 'lancar', 'tolak', 'milu', 'curang', 'sirekap', 'bas']",panggil jimmly hak angket hak interpelasi nama undang undang sekongkol jahat pemilu 2024 mohon lancar tolak pemilu curang sirekap bas
2024-02-21 04:45:44,udah ah paslon 02 gak banget deh main curang terus di pemilu 2024,already ah candidate pair 02 isnt really playing and cheating in the 2024 election,0.2,0.0,0.8,0.2,Positif,sudah ah pasangan calon 02 tidak banget deh main curang terus di pemilu 2024,"['sudah', 'ah', 'pasangan', 'calon', '02', 'tidak', 'banget', 'deh', 'main', 'curang', 'terus', 'di', 'pemilu', '2024']","['ah', 'pasangan', 'calon', '02', 'banget', 'main', 'curang', 'pemilu', '2024']","['ah', 'pasang', 'calon', '02', 'banget', 'main', 'curang', 'milu', '2024']",ah pasang calon 02 banget main curang pemilu 2024
2024-02-21 05:01:18,nggak nyangka paslon 02 bisa aja ya main curang di pemilu 2024,i never thought paslon 02 could just play cheating in the 2024 election,0.0,0.0,1.0,0.0,Netral,tidak nyangka pasangan calon 02 bisa saja ya main curang di pemilu 2024,"['tidak', 'nyangka', 'pasangan', 'calon', '02', 'bisa', 'saja', 'ya', 'main', 'curang', 'di', 'pemilu', '2024']","['nyangka', 'pasangan', 'calon', '02', 'main', 'curang', 'pemilu', '2024']","['nyangka', 'pasang', 'calon', '02', 'main', 'curang', 'milu', '2024']",nyangka pasang calon 02 main curang pemilu 2024
2024-02-21 05:01:48,pemilu 2024 kayaknya jadi ajang balapan curang dan paslon 02 udah memulai startnya dengan baik,the 2024 election seems to be a cheating race and paslon 02 has started its start well,0.0,0.0,1.0,0.0,Netral,pemilu 2024 kayaknya jadi ajang balapan curang dan pasangan calon 02 sudah memulai startnya dengan baik,"['pemilu', '2024', 'kayaknya', 'jadi', 'ajang', 'balapan', 'curang', 'dan', 'pasangan', 'calon', '02', 'sudah', 'memulai', 'startnya', 'dengan', 'baik']","['pemilu', '2024', 'kayaknya', 'ajang', 'balapan', 'curang', 'pasangan', 'calon', '02', 'startnya']","['milu', '2024', 'kayak', 'ajang', 'balap', 'curang', 'pasang', 'calon', '02', 'start']",milu 2024 kayak ajang balap curang pasang calon 02 start
2024-02-21 05:02:25,bikin miris aja paslon 02 bisa aja main curang di pemilu 2024,make it sad paslon 02 can just play in the 2024 election,0.0,0.5,0.5,-0.5,Negatif,bikin miris saja pasangan calon 02 bisa saja main curang di pemilu 2024,"['bikin', 'miris', 'saja', 'pasangan', 'calon', '02', 'bisa', 'saja', 'main', 'curang', 'di', 'pemilu', '2024']","['bikin', 'miris', 'pasangan', 'calon', '02', 'main', 'curang', 'pemilu', '2024']","['bikin', 'miris', 'pasang', 'calon', '02', 'main', 'curang', 'milu', '2024']",bikin miris pasang calon 02 main curang pemilu 2024
2024-02-21 05:04:36,waduh paslon 02 tuh kayaknya asik main curang di pemilu 2024 nih,wow paslon 02 seems cool to play cheating in the 2024 election here,0.22499999999999998,0.0,0.775,0.22499999999999998,Positif,aduh pasangan calon 02 tuh kayaknya asik main curang di pemilu 2024 nih,"['aduh', 'pasangan', 'calon', '02', 'tuh', 'kayaknya', 'asik', 'main', 'curang', 'di', 'pemilu', '2024', 'nih']","['pasangan', 'calon', '02', 'kayaknya', 'asik', 'main', 'curang', 'pemilu', '2024']","['pasang', 'calon', '02', 'kayak', 'asik', 'main', 'curang', 'milu', '2024']",pasang calon 02 kayak asik main curang pemilu 2024
2024-02-21 05:05:09,nggak nyangka paslon 02 bisa aja ya nyari cara main curang di pemilu 2024,i never thought paslon 02 could just look for how to play cheating in the 2024 election,0.0,0.0,1.0,0.0,Netral,tidak nyangka pasangan calon 02 bisa saja ya nyari cara main curang di pemilu 2024,"['tidak', 'nyangka', 'pasangan', 'calon', '02', 'bisa', 'saja', 'ya', 'nyari', 'cara', 'main', 'curang', 'di', 'pemilu', '2024']","['nyangka', 'pasangan', 'calon', '02', 'nyari', 'main', 'curang', 'pemilu', '2024']","['nyangka', 'pasang', 'calon', '02', 'nyari', 'main', 'curang', 'milu', '2024']",nyangka pasang calon 02 nyari main curang pemilu 2024
2024-02-21 05:05:26,kacau abis pemilu 2024 jadi ajang pesta curang dan paslon 02 jadi bintang tamu utama,chaotic after the 2024 election became a cheating party and paslon 02 became the main guest star,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,Positif,kacau habis pemilu 2024 jadi ajang pesta curang dan pasangan calon 02 jadi bintang tamu utama,"['kacau', 'habis', 'pemilu', '2024', 'jadi', 'ajang', 'pesta', 'curang', 'dan', 'pasangan', 'calon', '02', 'jadi', 'bintang', 'tamu', 'utama']","['kacau', 'habis', 'pemilu', '2024', 'ajang', 'pesta', 'curang', 'pasangan', 'calon', '02', 'bintang', 'tamu', 'utama']","['kacau', 'habis', 'milu', '2024', 'ajang', 'pesta', 'curang', 'pasang', 'calon', '02', 'bintang', 'tamu', 'utama']",kacau habis pemilu 2024 ajang pesta curang pasang calon 02 bintang tamu utama
2024-02-21 05:08:26,udah ah capek deh dengerin berita kecurangan pemilu 2024 mulu kalo paslon 02 emang beneran curang gak usah disayangsayang,already ah tired of listening to the news of the 2024 election fraud if paslon 02 is really cheating no need to be loved,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,Positif,sudah ah capek deh dengerin berita curang pemilu 2024 mulu kalau pasangan calon 02 emang beneran curang tidak usah disayangsayang,"['sudah', 'ah', 'capek', 'deh', 'dengerin', 'berita', 'curang', 'pemilu', '2024', 'mulu', 'kalau', 'pasangan', 'calon', '02', 'emang', 'beneran', 'curang', 'tidak', 'usah', 'disayangsayang']","['ah', 'capek', 'dengerin', 'berita', 'curang', 'pemilu', '2024', 'mulu', 'pasangan', 'calon', '02', 'emang', 'beneran', 'curang', 'disayangsayang']","['ah', 'capek', 'dengerin', 'berita', 'curang', 'milu', '2024', 'mulu', 'pasang', 'calon', '02', 'emang', 'beneran', 'curang', 'disayangsayang']",ah capek dengerin berita curang pemilu 2024 mulu pasang calon 02 emang beneran curang disayangsayang
2024-02-21 05:11:39,lucu ya politik indonesia setahun lalu kritik keras jokowi bahkan papito bicara 2024 pemilu terindikasi curang jd headline di mana2 skrg jadi menteri lucu lagi pdip nya skrg oposisi,funny yes indonesian politics a year ago strong criticism of jokowi even papito spoke 2024 elections indicated cheating so headlines everywhere now to be a minister funny again pdip now is the opposition,0.3111111111111111,0.0,0.6888888888888889,0.3111111111111111,Positif,lucu ya politik indonesia setahun lalu kritik keras jokowi bahkan papito bicara 2024 pemilu terindikasi curang jadi headline di mana2 sekarang jadi menteri lucu lagi pdip nya sekarang oposisi,"['lucu', 'ya', 'politik', 'indonesia', 'setahun', 'lalu', 'kritik', 'keras', 'jokowi', 'bahkan', 'papito', 'bicara', '2024', 'pemilu', 'terindikasi', 'curang', 'jadi', 'headline', 'di', 'mana2', 'sekarang', 'jadi', 'menteri', 'lucu', 'lagi', 'pdip', 'nya', 'sekarang', 'oposisi']","['lucu', 'politik', 'indonesia', 'setahun', 'kritik', 'keras', 'jokowi', 'papito', 'bicara', '2024', 'pemilu', 'terindikasi', 'curang', 'headline', 'mana2', 'menteri', 'lucu', 'pdip', 'oposisi']","['lucu', 'politik', 'indonesia', 'tahun', 'kritik', 'keras', 'jokowi', 'papito', 'bicara', '2024', 'milu', 'indikasi', 'curang', 'headline', 'mana2', 'menteri', 'lucu', 'pdip', 'oposisi']",lucu politik indonesia tahun kritik keras jokowi papito bicara 2024 pemilu indikasi curang headline mana2 menteri lucu pdip oposisi
2024-02-21 05:11:58,paslon 02 berani curang dalam pemilu 2024 sungguh menyedihkan,paslon 02 dares to cheat in the 2024 election really sad,0.0,0.5,0.5,-0.5,Negatif,pasangan calon 02 berani curang dalam pemilu 2024 sungguh menyedihkan,"['pasangan', 'calon', '02', 'berani', 'curang', 'dalam', 'pemilu', '2024', 'sungguh', 'menyedihkan']","['pasangan', 'calon', '02', 'berani', 'curang', 'pemilu', '2024', 'sungguh', 'menyedihkan']","['pasang', 'calon', '02', 'berani', 'curang', 'milu', '2024', 'sungguh', 'sedih']",pasang calon 02 berani curang pemilu 2024 sungguh sedih
2024-02-21 05:21:25,curang dari mana ngawasi pleno per tps berdina sampe nemu nilam dan teman mumetnya seng ngmong curang reneo tak kecup ubunmu pemilu 2024,cheatingfrom where the plenary perfection per tps has to find patchouli and his mumper friend seng ngmong cheating reneo not kissed your fattown election 2024,0.0,0.0,1.0,0.0,Netral,curang dari mana ngawasi pleno per tps berdina sampai menemukan nilam dan teman mumetnya seng ngomong curang reneo tidak kecup ubunmu pemilu 2024,"['curang', 'dari', 'mana', 'ngawasi', 'pleno', 'per', 'tps', 'berdina', 'sampai', 'menemukan', 'nilam', 'dan', 'teman', 'mumetnya', 'seng', 'ngomong', 'curang', 'reneo', 'tidak', 'kecup', 'ubunmu', 'pemilu', '2024']","['curang', 'ngawasi', 'pleno', 'tps', 'berdina', 'menemukan', 'nilam', 'teman', 'mumetnya', 'seng', 'ngomong', 'curang', 'reneo', 'kecup', 'ubunmu', 'pemilu', '2024']","['curang', 'ngawasi', 'pleno', 'tps', 'dina', 'temu', 'nilam', 'teman', 'mumet', 'seng', 'ngomong', 'curang', 'reneo', 'kecup', 'ubunmu', 'milu', '2024']",curang ngawasi pleno tps dina temu nilam teman mumet seng ngomong curang reneo kecup ubunmu pemilu 2024
2024-02-21 05:35:15,dinamika pemilu 2024 yang nyoblos rakyat yang menang prabowo yang dituduh curang kpu yang didemo bawaslu yang disuru mundur pak jokowi emang sakit jiwa kalian kalah yaa kalah aja tai,the dynamics of the 2024 election who voted the people who won prabowo who was accused of cheating the kpu who was demonstrated by bawaslu who was kept back with pak jokowi really lost you lost just lost tai,0.1,0.0,0.9,0.1,Positif,dinamika pemilu 2024 yang nyoblos rakyat yang menang prabowo yang dituduh curang kpu yang didemo bawaslu yang disuruh mundur pak jokowi emang sakit jiwa kalian kalah yaa kalah saja tai,"['dinamika', 'pemilu', '2024', 'yang', 'nyoblos', 'rakyat', 'yang', 'menang', 'prabowo', 'yang', 'dituduh', 'curang', 'kpu', 'yang', 'didemo', 'bawaslu', 'yang', 'disuruh', 'mundur', 'pak', 'jokowi', 'emang', 'sakit', 'jiwa', 'kalian', 'kalah', 'yaa', 'kalah', 'saja', 'tai']","['dinamika', 'pemilu', '2024', 'nyoblos', 'rakyat', 'menang', 'prabowo', 'dituduh', 'curang', 'kpu', 'didemo', 'bawaslu', 'disuruh', 'mundur', 'jokowi', 'emang', 'sakit', 'jiwa', 'kalah', 'kalah', 'tai']","['dinamika', 'milu', '2024', 'nyoblos', 'rakyat', 'menang', 'prabowo', 'tuduh', 'curang', 'kpu', 'demo', 'bawaslu', 'suruh', 'mundur', 'jokowi', 'emang', 'sakit', 'jiwa', 'kalah', 'kalah', 'tai']",dinamika pemilu 2024 nyoblos rakyat menang prabowo tuduh curang kpu demo bawaslu suruh mundur jokowi emang sakit jiwa kalah kalah tai
2024-02-21 06:27:34,saling tuding kecurangan pemilu 2024 siapa curang siapa diuntungkan,mutual accusations of 2024 election fraud who cheats who benefits,0.0,0.0,1.0,0.0,Netral,saling tuding curang pemilu 2024 siapa curang siapa diuntungkan,"['saling', 'tuding', 'curang', 'pemilu', '2024', 'siapa', 'curang', 'siapa', 'diuntungkan']","['tuding', 'curang', 'pemilu', '2024', 'curang', 'diuntungkan']","['tuding', 'curang', 'milu', '2024', 'curang', 'untung']",tuding curang pemilu 2024 curang untung
2024-02-21 06:32:50,jangan terpancing pengalihan isu tetap fokus pada ke curang an tsm pemilu 2024,dont be provoked by the transfer of the issue to stay focused on cheating an election tsm 2024,0.0,0.0,1.0,0.0,Netral,jangan terpancing pengalihan isu tetap fokus pada ke curang an tsm pemilu 2024,"['jangan', 'terpancing', 'pengalihan', 'isu', 'tetap', 'fokus', 'pada', 'ke', 'curang', 'an', 'tsm', 'pemilu', '2024']","['terpancing', 'pengalihan', 'isu', 'fokus', 'curang', 'an', 'pemilu', '2024']","['pancing', 'alih', 'isu', 'fokus', 'curang', 'an', 'milu', '2024']",pancing alih isu fokus curang an pemilu 2024
2024-02-21 06:43:06,demo sebut pemilu 2024 curang relawan jas bawaslu masuk angin,demo call election 2024 cheating jas volunteer bawaslu colds httpstcouzgfhtuept,0.0,0.0,1.0,0.0,Netral,demo sebut pemilu 2024 curang relawan jas bawaslu masuk angin,"['demo', 'sebut', 'pemilu', '2024', 'curang', 'relawan', 'jas', 'bawaslu', 'masuk', 'angin']","['demo', 'pemilu', '2024', 'curang', 'relawan', 'jas', 'bawaslu', 'masuk', 'angin']","['demo', 'milu', '2024', 'curang', 'rawan', 'jas', 'bawaslu', 'masuk', 'angin']",demo pemilu 2024 curang rawan jas bawaslu masuk angin
2024-02-21 06:46:23,pernyataan tim hukum 03 pemilu 2024 pemilu curang paling brutal pemilu desain bin najis,statement of legal team 03 election 2024 the most browning cheat election bin najis design election,0.35,0.0,0.65,0.35,Positif,pernyataan tim hukum 03 pemilu 2024 pemilu curang paling brutal pemilu desain bin najis,"['pernyataan', 'tim', 'hukum', '03', 'pemilu', '2024', 'pemilu', 'curang', 'paling', 'brutal', 'pemilu', 'desain', 'bin', 'najis']","['pernyataan', 'tim', '03', 'pemilu', '2024', 'pemilu', 'curang', 'brutal', 'pemilu', 'desain', 'najis']","['nyata', 'tim', '03', 'milu', '2024', 'milu', 'curang', 'brutal', 'milu', 'desain', 'najis']",nyata tim 03 pemilu 2024 pemilu curang brutal pemilu desain najis
2024-02-21 06:50:05,pemilu curang harus diulang kpu dan bawaslu harus menjawab semua permasalahan kecurangan pemilu 2024 biar tak ada dosa diantara kita,cheating elections must be repeatedkpu and bawaslu must answer all problems of the 2024 election fraud so that there is no sin between us,0.0,0.0,1.0,0.0,Netral,pemilu curang harus diulang kpu dan bawaslu harus menjawab semua permasalahan curang pemilu 2024 biar tidak ada dosa diantara kita,"['pemilu', 'curang', 'harus', 'diulang', 'kpu', 'dan', 'bawaslu', 'harus', 'menjawab', 'semua', 'permasalahan', 'curang', 'pemilu', '2024', 'biar', 'tidak', 'ada', 'dosa', 'diantara', 'kita']","['pemilu', 'curang', 'diulang', 'kpu', 'bawaslu', 'permasalahan', 'curang', 'pemilu', '2024', 'biar', 'dosa']","['milu', 'curang', 'ulang', 'kpu', 'bawaslu', 'masalah', 'curang', 'milu', '2024', 'biar', 'dosa']",milu curang ulang kpu bawaslu masalah curang pemilu 2024 biar dosa
2024-02-21 07:38:43,tindakan curang paslon 02 membayangi integritas hasil pemilu 2024,circumcision of paslon 02 overshadowing the integrity of the 2024 election results,0.0,0.0,1.0,0.0,Netral,tindakan curang pasangan calon 02 membayangi integritas hasil pemilu 2024,"['tindakan', 'curang', 'pasangan', 'calon', '02', 'membayangi', 'integritas', 'hasil', 'pemilu', '2024']","['tindakan', 'curang', 'pasangan', 'calon', '02', 'membayangi', 'integritas', 'hasil', 'pemilu', '2024']","['tindak', 'curang', 'pasang', 'calon', '02', 'bayang', 'integritas', 'hasil', 'milu', '2024']",tindak curang pasang calon 02 bayang integritas hasil pemilu 2024
2024-02-21 07:41:34,kubu 02 mencoreng citra demokrasi dengan tindakan curang yang mereka lakukan dalam pemilu 2024,stronghold 02 tarnished the image of democracy with the cheating actions they took in the 2024 election,0.0,0.0,1.0,0.0,Netral,kubu 02 mencoreng citra demokrasi dengan tindakan curang yang mereka lakukan dalam pemilu 2024,"['kubu', '02', 'mencoreng', 'citra', 'demokrasi', 'dengan', 'tindakan', 'curang', 'yang', 'mereka', 'lakukan', 'dalam', 'pemilu', '2024']","['02', 'mencoreng', 'citra', 'demokrasi', 'tindakan', 'curang', 'lakukan', 'pemilu', '2024']","['02', 'coreng', 'citra', 'demokrasi', 'tindak', 'curang', 'laku', 'milu', '2024']",02 coreng citra demokrasi tindak curang laku pemilu 2024
2024-02-21 07:54:00,jika mereka bisa bilang kalah ya kalah saja sekarang saya bilang curang ya curang saja jangan menutup mata atas apa yang terjadi di pemilu 2024 kawal terus mas ahy heru budi vincent hak angket teddy hadi tjahjanto arlo qodari demokrat siang,if they can say you lose just lose now i say cheating just cheat dont close your eyes to what happened in the 2024 election mas ahy heru budi vincent hak kalat teddy hadi tjahjanto arlo qodari democrat siang,0.0,0.0,1.0,0.0,Netral,jika mereka bisa bilang kalah ya kalah saja sekarang saya bilang curang ya curang saja jangan menutup mata atas apa yang terjadi di pemilu 2024 kawal terus mas ahy heru budi vincent hak angket teddy hadi tjahjanto arlo qodari demokrat siang,"['jika', 'mereka', 'bisa', 'bilang', 'kalah', 'ya', 'kalah', 'saja', 'sekarang', 'saya', 'bilang', 'curang', 'ya', 'curang', 'saja', 'jangan', 'menutup', 'mata', 'atas', 'apa', 'yang', 'terjadi', 'di', 'pemilu', '2024', 'kawal', 'terus', 'mas', 'ahy', 'heru', 'budi', 'vincent', 'hak', 'angket', 'teddy', 'hadi', 'tjahjanto', 'arlo', 'qodari', 'demokrat', 'siang']","['bilang', 'kalah', 'kalah', 'bilang', 'curang', 'curang', 'menutup', 'pemilu', '2024', 'kawal', 'mas', 'ahy', 'heru', 'budi', 'vincent', 'hak', 'angket', 'teddy', 'hadi', 'tjahjanto', 'arlo', 'qodari', 'demokrat', 'siang']","['bilang', 'kalah', 'kalah', 'bilang', 'curang', 'curang', 'tutup', 'milu', '2024', 'kawal', 'mas', 'ahy', 'heru', 'budi', 'vincent', 'hak', 'angket', 'teddy', 'had', 'tjahjanto', 'arlo', 'qodari', 'demokrat', 'siang']",bilang kalah kalah bilang curang curang tutup pemilu 2024 kawal mas ahy heru budi vincent hak angket teddy had tjahjanto arlo qodari demokrat siang
2024-02-21 08:30:54,paslon 02 terlibat dalam praktik curang yang menodai integritas pemilu 2024 menciptakan bayangan kebobrokan,paslon 02 was involved in the fraudulent practice that tarnished the 2024 election integrity creating a shadow of the depravity of,0.0,0.0,1.0,0.0,Netral,pasangan calon 02 terlibat dalam praktik curang yang menodai integritas pemilu 2024 menciptakan bayangan kebobrokan,"['pasangan', 'calon', '02', 'terlibat', 'dalam', 'praktik', 'curang', 'yang', 'menodai', 'integritas', 'pemilu', '2024', 'menciptakan', 'bayangan', 'kebobrokan']","['pasangan', 'calon', '02', 'terlibat', 'praktik', 'curang', 'menodai', 'integritas', 'pemilu', '2024', 'menciptakan', 'bayangan', 'kebobrokan']","['pasang', 'calon', '02', 'libat', 'praktik', 'curang', 'noda', 'integritas', 'milu', '2024', 'cipta', 'bayang', 'bobrok']",pasang calon 02 libat praktik curang noda integritas pemilu 2024 cipta bayang bobrok
2024-02-21 08:36:10,koalisi amin sendiri belum menyatakan menolak hasil pemilu curang 2024 03 pdip sudah,amin coalition itself has not stated rejecting the results of the cheating election 2024 03 pdip already,0.0,0.0,1.0,0.0,Netral,koalisi amin sendiri belum menyatakan menolak hasil pemilu curang 2024 03 pdip sudah,"['koalisi', 'amin', 'sendiri', 'belum', 'menyatakan', 'menolak', 'hasil', 'pemilu', 'curang', '2024', '03', 'pdip', 'sudah']","['koalisi', 'menolak', 'hasil', 'pemilu', 'curang', '2024', '03', 'pdip']","['koalisi', 'tolak', 'hasil', 'milu', 'curang', '2024', '03', 'pdip']",koalisi tolak hasil pemilu curang 2024 03 pdip
2024-02-21 08:39:17,paslon 02 terjebak dalam taktik curang yang menciptakan ketidaksetaraan dalam pelaksanaan pemilu 2024,paslon 02 is trapped in cheating tactics that create inequality in the implementation of the 2024 election,0.0,0.2,0.8,-0.2,Negatif,pasangan calon 02 terjebak dalam taktik curang yang menciptakan ketidaksetaraan dalam pelaksanaan pemilu 2024,"['pasangan', 'calon', '02', 'terjebak', 'dalam', 'taktik', 'curang', 'yang', 'menciptakan', 'ketidaksetaraan', 'dalam', 'pelaksanaan', 'pemilu', '2024']","['pasangan', 'calon', '02', 'terjebak', 'taktik', 'curang', 'menciptakan', 'ketidaksetaraan', 'pelaksanaan', 'pemilu', '2024']","['pasang', 'calon', '02', 'jebak', 'taktik', 'curang', 'cipta', 'ketidaksetaraan', 'laksana', 'milu', '2024']",pasang calon 02 jebak taktik curang cipta ketidaksetaraan laksana pemilu 2024
2024-02-21 08:40:39,kubu 02 menunjukkan keputusasaan dengan meracuni integritas demokrasi lewat tindakan curang dalam pemilu 2024,camp 02 shows despair by poisoning the integrity of democracy through cheating in the 2024 election,0.0,0.0,1.0,0.0,Netral,kubu 02 menunjukkan keputusasaan dengan meracuni integritas demokrasi lewat tindakan curang dalam pemilu 2024,"['kubu', '02', 'menunjukkan', 'keputusasaan', 'dengan', 'meracuni', 'integritas', 'demokrasi', 'lewat', 'tindakan', 'curang', 'dalam', 'pemilu', '2024']","['02', 'keputusasaan', 'meracuni', 'integritas', 'demokrasi', 'tindakan', 'curang', 'pemilu', '2024']","['02', 'keputusasaan', 'racun', 'integritas', 'demokrasi', 'tindak', 'curang', 'milu', '2024']",02 keputusasaan racun integritas demokrasi tindak curang pemilu 2024
2024-02-21 08:58:05,prabocor aja teriak teriak curang curang 2014 amp 2019menolak lupa bangsattt sejak pemilu 2009 sampai 2024 anti prabocor,prabocor just shouted cheating cheating 2014 amp 2019 refused to forget bangattt from the 2009 to 2024 elections anti prabocor,0.0,0.0,1.0,0.0,Netral,prabocor saja teriak teriak curang curang 2014 amp 2019menolak lupa bangsattt sejak pemilu 2009 sampai 2024 anti prabocor,"['prabocor', 'saja', 'teriak', 'teriak', 'curang', 'curang', '2014', 'amp', '2019menolak', 'lupa', 'bangsattt', 'sejak', 'pemilu', '2009', 'sampai', '2024', 'anti', 'prabocor']","['prabocor', 'curang', 'curang', '2014', 'amp', '2019menolak', 'lupa', 'bangsattt', 'pemilu', '2009', '2024', 'prabocor']","['prabocor', 'curang', 'curang', '2014', 'amp', '2019menolak', 'lupa', 'bangsattt', 'milu', '2009', '2024', 'prabocor']",prabocor curang curang 2014 amp 2019menolak lupa bangsattt pemilu 2009 2024 prabocor
